year,stateabbr,locationname,locationid,measure,data_value,data_value_type,county_fips
2022,MS,Hancock,28045,Mammography use among women aged 50-74 years,73.5,Crude prevalence,28045
2022,MS,Harrison,28047,Mammography use among women aged 50-74 years,71.3,Age-adjusted prevalence,28047
2022,MS,Harrison,28047,Mammography use among women aged 50-74 years,71.9,Crude prevalence,28047
2022,MS,Hinds,28049,Mammography use among women aged 50-74 years,77.4,Age-adjusted prevalence,28049
2022,MS,Hinds,28049,Mammography use among women aged 50-74 years,78.4,Crude prevalence,28049
2022,MS,Holmes,28051,Mammography use among women aged 50-74 years,74.9,Age-adjusted prevalence,28051
2022,MS,Holmes,28051,Mammography use among women aged 50-74 years,75.1,Crude prevalence,28051
2022,MS,Humphreys,28053,Mammography use among women aged 50-74 years,72.6,Age-adjusted prevalence,28053
2022,MS,Humphreys,28053,Mammography use among women aged 50-74 years,72.7,Crude prevalence,28053
2022,MS,Issaquena,28055,Mammography use among women aged 50-74 years,72.4,Age-adjusted prevalence,28055
2022,MS,Issaquena,28055,Mammography use among women aged 50-74 years,72.7,Crude prevalence,28055
2022,MS,Itawamba,28057,Mammography use among women aged 50-74 years,69.3,Age-adjusted prevalence,28057
2022,MS,Itawamba,28057,Mammography use among women aged 50-74 years,70.0,Crude prevalence,28057
2022,MS,Jackson,28059,Mammography use among women aged 50-74 years,73.5,Age-adjusted prevalence,28059
2022,MS,Jackson,28059,Mammography use among women aged 50-74 years,73.8,Crude prevalence,28059
2022,MS,Jasper,28061,Mammography use among women aged 50-74 years,75.7,Age-adjusted prevalence,28061
2022,MS,Jasper,28061,Mammography use among women aged 50-74 years,75.9,Crude prevalence,28061
2022,MS,Jefferson,28063,Mammography use among women aged 50-74 years,71.7,Age-adjusted prevalence,28063
2022,MS,Jefferson,28063,Mammography use among women aged 50-74 years,73.2,Crude prevalence,28063
2022,MS,Jefferson Davis,28065,Mammography use among women aged 50-74 years,73.7,Age-adjusted prevalence,28065
2022,MS,Jefferson Davis,28065,Mammography use among women aged 50-74 years,74.3,Crude prevalence,28065
2022,MS,Jones,28067,Mammography use among women aged 50-74 years,75.2,Age-adjusted prevalence,28067
2022,MS,Jones,28067,Mammography use among women aged 50-74 years,75.0,Crude prevalence,28067
2022,MS,Kemper,28069,Mammography use among women aged 50-74 years,74.8,Age-adjusted prevalence,28069
2022,MS,Kemper,28069,Mammography use among women aged 50-74 years,75.1,Crude prevalence,28069
2022,MS,Lafayette,28071,Mammography use among women aged 50-74 years,74.9,Age-adjusted prevalence,28071
2022,MS,Lafayette,28071,Mammography use among women aged 50-74 years,75.4,Crude prevalence,28071
2022,MS,Lamar,28073,Mammography use among women aged 50-74 years,70.5,Age-adjusted prevalence,28073
2022,MS,Lamar,28073,Mammography use among women aged 50-74 years,71.0,Crude prevalence,28073
2022,MS,Lauderdale,28075,Mammography use among women aged 50-74 years,74.8,Age-adjusted prevalence,28075
2022,MS,Lauderdale,28075,Mammography use among women aged 50-74 years,75.7,Crude prevalence,28075
2022,MS,Lawrence,28077,Mammography use among women aged 50-74 years,70.0,Age-adjusted prevalence,28077
2022,MS,Lawrence,28077,Mammography use among women aged 50-74 years,70.5,Crude prevalence,28077
2022,MS,Leake,28079,Mammography use among women aged 50-74 years,74.2,Age-adjusted prevalence,28079
2022,MS,Leake,28079,Mammography use among women aged 50-74 years,74.8,Crude prevalence,28079
2022,MS,Lee,28081,Mammography use among women aged 50-74 years,70.0,Age-adjusted prevalence,28081
2022,MS,Lee,28081,Mammography use among women aged 50-74 years,70.8,Crude prevalence,28081
2022,MS,Leflore,28083,Mammography use among women aged 50-74 years,74.0,Age-adjusted prevalence,28083
2022,MS,Leflore,28083,Mammography use among women aged 50-74 years,74.4,Crude prevalence,28083
2022,MS,Lincoln,28085,Mammography use among women aged 50-74 years,68.0,Age-adjusted prevalence,28085
2022,MS,Lincoln,28085,Mammography use among women aged 50-74 years,68.8,Crude prevalence,28085
2022,MS,Lowndes,28087,Mammography use among women aged 50-74 years,77.2,Age-adjusted prevalence,28087
2022,MS,Lowndes,28087,Mammography use among women aged 50-74 years,77.6,Crude prevalence,28087
2022,MS,Madison,28089,Mammography use among women aged 50-74 years,77.0,Age-adjusted prevalence,28089
2022,MS,Madison,28089,Mammography use among women aged 50-74 years,77.4,Crude prevalence,28089
2022,MS,Marion,28091,Mammography use among women aged 50-74 years,70.2,Age-adjusted prevalence,28091
2022,MS,Marion,28091,Mammography use among women aged 50-74 years,70.5,Crude prevalence,28091
2022,MS,Marshall,28093,Mammography use among women aged 50-74 years,71.4,Age-adjusted prevalence,28093
2022,MS,Marshall,28093,Mammography use among women aged 50-74 years,72.0,Crude prevalence,28093
2022,MS,Monroe,28095,Mammography use among women aged 50-74 years,74.8,Age-adjusted prevalence,28095
2022,MS,Monroe,28095,Mammography use among women aged 50-74 years,75.9,Crude prevalence,28095
2022,MS,Montgomery,28097,Mammography use among women aged 50-74 years,68.6,Age-adjusted prevalence,28097
2022,MS,Montgomery,28097,Mammography use among women aged 50-74 years,69.8,Crude prevalence,28097
2022,MS,Neshoba,28099,Mammography use among women aged 50-74 years,72.1,Age-adjusted prevalence,28099
2022,MS,Neshoba,28099,Mammography use among women aged 50-74 years,72.8,Crude prevalence,28099
2022,MS,Newton,28101,Mammography use among women aged 50-74 years,70.2,Age-adjusted prevalence,28101
2022,MS,Newton,28101,Mammography use among women aged 50-74 years,70.8,Crude prevalence,28101
2022,MS,Noxubee,28103,Mammography use among women aged 50-74 years,75.9,Age-adjusted prevalence,28103
2022,MS,Noxubee,28103,Mammography use among women aged 50-74 years,75.9,Crude prevalence,28103
2022,MS,Oktibbeha,28105,Mammography use among women aged 50-74 years,75.5,Age-adjusted prevalence,28105
2022,MS,Oktibbeha,28105,Mammography use among women aged 50-74 years,75.9,Crude prevalence,28105
2022,MS,Panola,28107,Mammography use among women aged 50-74 years,72.2,Age-adjusted prevalence,28107
2022,MS,Panola,28107,Mammography use among women aged 50-74 years,72.8,Crude prevalence,28107
2022,MS,Pearl River,28109,Mammography use among women aged 50-74 years,70.9,Age-adjusted prevalence,28109
2022,MS,Pearl River,28109,Mammography use among women aged 50-74 years,71.7,Crude prevalence,28109
2022,MS,Perry,28111,Mammography use among women aged 50-74 years,70.1,Age-adjusted prevalence,28111
2022,MS,Perry,28111,Mammography use among women aged 50-74 years,70.4,Crude prevalence,28111
2022,MS,Pike,28113,Mammography use among women aged 50-74 years,70.4,Age-adjusted prevalence,28113
2022,MS,Pike,28113,Mammography use among women aged 50-74 years,71.2,Crude prevalence,28113
2022,MS,Pontotoc,28115,Mammography use among women aged 50-74 years,73.2,Age-adjusted prevalence,28115
2022,MS,Pontotoc,28115,Mammography use among women aged 50-74 years,72.9,Crude prevalence,28115
2022,MS,Prentiss,28117,Mammography use among women aged 50-74 years,74.0,Age-adjusted prevalence,28117
2022,MS,Prentiss,28117,Mammography use among women aged 50-74 years,74.1,Crude prevalence,28117
2022,MS,Quitman,28119,Mammography use among women aged 50-74 years,71.1,Age-adjusted prevalence,28119
2022,MS,Quitman,28119,Mammography use among women aged 50-74 years,72.1,Crude prevalence,28119
2022,MS,Rankin,28121,Mammography use among women aged 50-74 years,77.2,Age-adjusted prevalence,28121
2022,MS,Rankin,28121,Mammography use among women aged 50-74 years,77.7,Crude prevalence,28121
2022,MS,Scott,28123,Mammography use among women aged 50-74 years,74.6,Age-adjusted prevalence,28123
2022,MS,Scott,28123,Mammography use among women aged 50-74 years,74.7,Crude prevalence,28123
2022,MS,Sharkey,28125,Mammography use among women aged 50-74 years,72.7,Age-adjusted prevalence,28125
2022,MS,Sharkey,28125,Mammography use among women aged 50-74 years,74.0,Crude prevalence,28125
2022,MS,Simpson,28127,Mammography use among women aged 50-74 years,76.6,Age-adjusted prevalence,28127
2022,MS,Simpson,28127,Mammography use among women aged 50-74 years,76.9,Crude prevalence,28127
2022,MS,Smith,28129,Mammography use among women aged 50-74 years,72.3,Age-adjusted prevalence,28129
2022,MS,Smith,28129,Mammography use among women aged 50-74 years,72.3,Crude prevalence,28129
2022,MS,Stone,28131,Mammography use among women aged 50-74 years,72.4,Age-adjusted prevalence,28131
2022,MS,Stone,28131,Mammography use among women aged 50-74 years,73.0,Crude prevalence,28131
2022,MS,Sunflower,28133,Mammography use among women aged 50-74 years,73.3,Age-adjusted prevalence,28133
2022,MS,Sunflower,28133,Mammography use among women aged 50-74 years,74.7,Crude prevalence,28133
2022,MS,Tallahatchie,28135,Mammography use among women aged 50-74 years,73.3,Age-adjusted prevalence,28135
2022,MS,Tallahatchie,28135,Mammography use among women aged 50-74 years,72.7,Crude prevalence,28135
2022,MS,Tate,28137,Mammography use among women aged 50-74 years,68.9,Age-adjusted prevalence,28137
2022,MS,Tate,28137,Mammography use among women aged 50-74 years,70.0,Crude prevalence,28137
2022,MS,Tippah,28139,Mammography use among women aged 50-74 years,69.0,Age-adjusted prevalence,28139
2022,MS,Tippah,28139,Mammography use among women aged 50-74 years,69.8,Crude prevalence,28139
2022,MS,Tishomingo,28141,Mammography use among women aged 50-74 years,67.0,Age-adjusted prevalence,28141
2022,MS,Tishomingo,28141,Mammography use among women aged 50-74 years,67.5,Crude prevalence,28141
2022,MS,Tunica,28143,Mammography use among women aged 50-74 years,72.9,Age-adjusted prevalence,28143
2022,MS,Tunica,28143,Mammography use among women aged 50-74 years,73.0,Crude prevalence,28143
2022,MS,Union,28145,Mammography use among women aged 50-74 years,71.8,Age-adjusted prevalence,28145
2022,MS,Union,28145,Mammography use among women aged 50-74 years,72.2,Crude prevalence,28145
2022,MS,Walthall,28147,Mammography use among women aged 50-74 years,74.0,Age-adjusted prevalence,28147
2022,MS,Walthall,28147,Mammography use among women aged 50-74 years,74.8,Crude prevalence,28147
2022,MS,Warren,28149,Mammography use among women aged 50-74 years,73.8,Age-adjusted prevalence,28149
2022,MS,Warren,28149,Mammography use among women aged 50-74 years,74.8,Crude prevalence,28149
2022,MS,Washington,28151,Mammography use among women aged 50-74 years,71.2,Age-adjusted prevalence,28151
2022,MS,Washington,28151,Mammography use among women aged 50-74 years,71.6,Crude prevalence,28151
2022,MS,Wayne,28153,Mammography use among women aged 50-74 years,70.9,Age-adjusted prevalence,28153
2022,MS,Wayne,28153,Mammography use among women aged 50-74 years,71.7,Crude prevalence,28153
2022,MS,Webster,28155,Mammography use among women aged 50-74 years,72.3,Age-adjusted prevalence,28155
2022,MS,Webster,28155,Mammography use among women aged 50-74 years,73.2,Crude prevalence,28155
2022,MS,Wilkinson,28157,Mammography use among women aged 50-74 years,73.0,Age-adjusted prevalence,28157
2022,MS,Wilkinson,28157,Mammography use among women aged 50-74 years,73.8,Crude prevalence,28157
2022,MS,Winston,28159,Mammography use among women aged 50-74 years,71.5,Age-adjusted prevalence,28159
2022,MS,Winston,28159,Mammography use among women aged 50-74 years,72.2,Crude prevalence,28159
2022,MS,Yalobusha,28161,Mammography use among women aged 50-74 years,71.4,Age-adjusted prevalence,28161
2022,MS,Yalobusha,28161,Mammography use among women aged 50-74 years,71.5,Crude prevalence,28161
2022,MS,Yazoo,28163,Mammography use among women aged 50-74 years,72.9,Age-adjusted prevalence,28163
2022,MS,Yazoo,28163,Mammography use among women aged 50-74 years,73.4,Crude prevalence,28163
2022,MO,Adair,29001,Mammography use among women aged 50-74 years,70.9,Age-adjusted prevalence,29001
2022,MO,Adair,29001,Mammography use among women aged 50-74 years,72.8,Crude prevalence,29001
2022,MO,Andrew,29003,Mammography use among women aged 50-74 years,77.8,Age-adjusted prevalence,29003
2022,MO,Andrew,29003,Mammography use among women aged 50-74 years,78.6,Crude prevalence,29003
2022,MO,Atchison,29005,Mammography use among women aged 50-74 years,69.7,Age-adjusted prevalence,29005
2022,MO,Atchison,29005,Mammography use among women aged 50-74 years,70.6,Crude prevalence,29005
2022,MO,Audrain,29007,Mammography use among women aged 50-74 years,70.0,Age-adjusted prevalence,29007
2022,MO,Audrain,29007,Mammography use among women aged 50-74 years,70.5,Crude prevalence,29007
2022,MO,Barry,29009,Mammography use among women aged 50-74 years,70.3,Age-adjusted prevalence,29009
2022,MO,Barry,29009,Mammography use among women aged 50-74 years,70.4,Crude prevalence,29009
2022,MO,Barton,29011,Mammography use among women aged 50-74 years,70.7,Age-adjusted prevalence,29011
2022,MO,Barton,29011,Mammography use among women aged 50-74 years,71.7,Crude prevalence,29011
2022,MO,Bates,29013,Mammography use among women aged 50-74 years,66.5,Age-adjusted prevalence,29013
2022,MO,Bates,29013,Mammography use among women aged 50-74 years,66.9,Crude prevalence,29013
2022,MO,Benton,29015,Mammography use among women aged 50-74 years,71.8,Age-adjusted prevalence,29015
2022,MO,Benton,29015,Mammography use among women aged 50-74 years,72.4,Crude prevalence,29015
2022,MO,Bollinger,29017,Mammography use among women aged 50-74 years,70.6,Age-adjusted prevalence,29017
2022,MO,Bollinger,29017,Mammography use among women aged 50-74 years,71.1,Crude prevalence,29017
2022,MO,Boone,29019,Mammography use among women aged 50-74 years,72.5,Age-adjusted prevalence,29019
2022,MO,Boone,29019,Mammography use among women aged 50-74 years,72.9,Crude prevalence,29019
2022,MO,Buchanan,29021,Mammography use among women aged 50-74 years,72.1,Age-adjusted prevalence,29021
2022,MO,Buchanan,29021,Mammography use among women aged 50-74 years,72.9,Crude prevalence,29021
2022,MO,Butler,29023,Mammography use among women aged 50-74 years,63.6,Age-adjusted prevalence,29023
2022,MO,Butler,29023,Mammography use among women aged 50-74 years,65.0,Crude prevalence,29023
2022,MO,Caldwell,29025,Mammography use among women aged 50-74 years,69.1,Age-adjusted prevalence,29025
2022,MO,Caldwell,29025,Mammography use among women aged 50-74 years,69.6,Crude prevalence,29025
2022,MO,Callaway,29027,Mammography use among women aged 50-74 years,75.7,Age-adjusted prevalence,29027
2022,MO,Callaway,29027,Mammography use among women aged 50-74 years,75.4,Crude prevalence,29027
2022,MO,Camden,29029,Mammography use among women aged 50-74 years,75.5,Age-adjusted prevalence,29029
2022,MO,Camden,29029,Mammography use among women aged 50-74 years,77.2,Crude prevalence,29029
2022,MO,Cape Girardeau,29031,Mammography use among women aged 50-74 years,73.4,Age-adjusted prevalence,29031
2022,MO,Cape Girardeau,29031,Mammography use among women aged 50-74 years,75.0,Crude prevalence,29031
2022,MO,Carroll,29033,Mammography use among women aged 50-74 years,69.5,Age-adjusted prevalence,29033
2022,MO,Carroll,29033,Mammography use among women aged 50-74 years,71.5,Crude prevalence,29033
2022,MO,Carter,29035,Mammography use among women aged 50-74 years,69.7,Age-adjusted prevalence,29035
2022,MO,Carter,29035,Mammography use among women aged 50-74 years,70.1,Crude prevalence,29035
2022,MO,Cass,29037,Mammography use among women aged 50-74 years,77.7,Age-adjusted prevalence,29037
2022,MO,Cass,29037,Mammography use among women aged 50-74 years,77.4,Crude prevalence,29037
2022,MO,Cedar,29039,Mammography use among women aged 50-74 years,66.2,Age-adjusted prevalence,29039
2022,MO,Cedar,29039,Mammography use among women aged 50-74 years,68.3,Crude prevalence,29039
2022,MO,Chariton,29041,Mammography use among women aged 50-74 years,74.4,Age-adjusted prevalence,29041
2022,MO,Chariton,29041,Mammography use among women aged 50-74 years,75.3,Crude prevalence,29041
2022,MO,Christian,29043,Mammography use among women aged 50-74 years,73.8,Age-adjusted prevalence,29043
2022,MO,Christian,29043,Mammography use among women aged 50-74 years,74.3,Crude prevalence,29043
